stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0.28,0,0.85,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0
21Day,0,0,0,0.37,0.37,0,0.37,0,0.37,0,0,3.7,0,0,0,0,0.37,0,1.11,0,0,0,0,0.74,0.37,0,0,0,0.37,0,0,0,0.37,0,0.37,2.59,0,0,0
3Month,0.94,4.47,9.05,40.88,0.42,6.76,0.31,0.31,6.55,11.75,0.62,2220.87,12.38,1.25,43.79,7.91,14.25,9.05,17.06,1.66,3.85,8.32,5.2,1.98,0.52,1.98,3.02,0,0.73,39.84,0.31,6.66,1.04,0.1,0,0.1,6.14,3.64,11.44
22Month,1.78,10.52,7.11,26.24,0,18.58,0.27,0.27,3.42,24.73,3.55,4732.44,9.57,3.69,27.47,1.91,4.24,19.13,28.15,0.82,132.82,6.01,0.27,1.64,0.55,2.87,5.6,4.24,0.82,8.06,0,3.14,2.19,1.64,0.14,0.41,1.37,0,11.48
