stage,Endothelial_cell,Enterocyte,Epithelial_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neurosecretory_cell,Oligodendrocyte,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
3Month,0.42,0.1,3.22,0.62,0.62,0,5.72,0.94,0.21,1.46,0.21,0.31,0.52,0.62,0.1,0.1,0.31,0.1,0.21,0.31,1.04,6.55,0.1,0.21,156.96,0.62
22Month,0.14,0,0.27,0.14,0.14,0.27,3.55,0.14,0,0.68,0,0,0,0.27,0.14,0,0,0,0,0,0,0.27,0,0,0.14,0.41
