stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0
72hpf,17.19,0,0,0.56,0.56,0,0,0,0,0,0,0,0,0,0,1.13,1.69,0,5.07,0,0,2.25,0,56.09,2.25,0.28,0,1.97,0,0,0.85,0,0,0,0,0
21Day,4.81,0,0,3.7,2.96,0,0.37,0,2.22,0.37,0,0.37,0,0.37,0,0.37,1.11,0.74,11.84,0,0,13.69,0.37,72.15,1.85,8.14,0,2.59,0.74,0.37,0,1.11,0.74,0.74,0,0.37
3Month,0,0.52,0.1,2.91,0,0.1,0,0,3.22,1.25,0,10.09,1.04,0.21,1.56,0.42,2.08,0.73,2.91,0.73,0,1.25,0.52,0.73,0,9.99,0,0,0.62,3.02,0,0,0,21.64,96.32,1.46
22Month,0,1.64,0.14,3.96,0,0.27,0.14,0.27,3.01,1.5,3.01,40.99,0.68,0.82,4.51,0,1.23,1.78,9.43,0.41,1.91,1.23,0.14,1.5,0,15.03,0.96,0.14,0.41,1.37,0.68,0.14,0,4.37,0.27,0.82
