stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,2,4,75,1,0,0,1,0,0,0,0,0,0,0,0
72hpf,1.13,0.28,0,1.13,1.41,0.85,0,0,0,0,0,0,0,0,0,1.13,1.41,0.28,4.23,0,0.28,0.56,0,15.22,14.09,0.56,0,0,3.38,0,0,3.38,0,0.28,0,0,0
21Day,2.96,0.74,0.37,5.55,1.48,2.22,0,0.74,0,0.37,0,0.74,0,0.74,0,0.74,0.74,0.74,12.21,0,0.37,1.48,0,6.66,6.29,0,0.37,0,2.22,1.48,0,2.22,0.74,0,0,0,0.37
3Month,0.31,0.83,0.42,10.51,0.21,0,0.21,0.21,0.83,1.77,0.1,26.84,1.14,0,2.39,1.46,1.77,3.12,3.95,0.62,0.1,0.52,1.14,1.56,0,0.31,0.1,0,0.1,0.52,9.26,0.21,0,0.21,1.14,128.98,1.14
22Month,0,2.6,0.27,5.06,0.27,0,0.41,0,1.09,3.96,2.05,29.93,0.41,0.55,2.32,0.41,1.78,3.69,4.24,0,0.41,0.41,0,0.68,0.14,0.14,0.14,0.14,0.14,0,8.2,0.41,0,0.14,0.41,0.41,0.41
