stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.69,0,0.56,0.56,0.28,0,0,0,0,0,0,0,0,3.38,4.51,0,2.25,0,0.28,0,0,1.69,2.54,0,0,1.13,0,0,3.1,0,0,0,0,0,0
21Day,0.37,0.74,0,12.95,0,1.11,0,0,0,0,0.37,0,0.74,1.48,0,6.29,0.37,3.33,0,0,0,0,0.74,1.48,0,0.37,0.74,0,0,0,0,0.74,0.37,0,0,0
3Month,0,2.6,0,11.55,0.1,0,0.1,1.35,0.1,0,11.03,0.21,0,4.37,0.62,3.02,0.1,1.35,0.1,0,0.1,0.31,0,0,0.1,0.1,0.21,0.21,4.58,0,0,0,0,0.1,0.1,0.31
22Month,0,2.6,0.41,3.01,0,0,0,0.14,0,0.68,7.24,0,0.14,1.5,0,0.82,0.27,0.82,0,0.55,0,0,0.14,0,0.27,0,0,0,0.82,0.14,0.14,0,0,0,0,0
