stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,4,1,5,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,6.76,1.13,0,1.13,0,2.54,0,0,0,0,0,0.28,0,0.28,0,5.36,6.76,0,2.25,0,1.13,0,0.28,26.21,8.46,0,0.28,3.66,0.56,0,1.69,0,0,0.85,0,0,0
21Day,8.51,0,0,6.66,0.37,7.77,9.99,0,0.37,0,0,1.11,0,2.59,1.85,3.33,4.07,1.11,7.03,0,0,1.48,0.37,10.36,3.7,0,0,3.7,1.48,0.37,1.48,0.74,1.11,0.74,0,0,1.11
3Month,0.42,0.83,0.42,12.27,0.21,0,0.31,0,0.94,1.04,0.1,22.36,1.35,0.42,9.26,4.06,4.89,2.5,3.54,0.83,0,0.62,1.35,0.62,0,0.62,0.42,0.21,0.42,10.3,0.1,0,0,0,0.83,5.72,1.66
22Month,0,0.68,0.96,4.51,0.14,0,0.41,0.14,0.68,0.82,3.01,40.04,0.55,1.91,6.42,1.5,0.82,3.01,2.87,0.27,0.82,0.27,0.14,0.27,0,0.82,0.55,0,0.14,2.32,0.68,0.55,0,0,0.14,0,0.82
