stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,0.85,0,0,0,0,0,0,0,0,0,0.28,0,0.56,2.54,0,2.54,0,0,0.28,0,18.88,3.95,0,0,0,2.82,0.28,0,0.56,0,0,0.28,0,0,0
21Day,0.37,1.11,0,9.62,0,0.74,0.74,0,0,0,0,0,0,0.37,0,0.37,2.96,0.74,5.92,0,0,0.74,0,14.06,2.22,0.37,0,0,3.33,1.48,0,1.48,0,1.11,0.37,0,0,1.11
3Month,0,1.14,0.21,9.88,0,0,0,0.1,0.42,1.35,0,3.64,1.14,0.1,0.83,0.1,2.81,2.08,1.98,0.73,0,0.21,0.52,1.56,0,0.21,0,0,0.21,1.14,1.46,0.21,0.1,0,0,0.73,1.56,1.56
22Month,0,1.64,0.68,3.69,0,0,0,0.14,0.41,4.37,3.42,24.6,1.78,0.82,4.92,0.41,1.91,3.55,2.73,0,1.78,0.41,0,1.23,0,1.09,0.14,0.14,0.41,0.41,0.14,0.55,0,0,0.14,0,0,2.6
