stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0.28,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0.85,0.28,0,0,0,0,0.28,0.28,0,0,0.56,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,2.96,0.74,0,0.74,0,2.96,0,0.74,0.74,13.69,0,0.37,0.37,7.77,1.48,0,0,0,0,1.11,0.37,0,0,0.37,0.74,0,0.37,0.37,0,0.37,0,0,0,4.44
3Month,0,0.62,0.62,19.66,0,0.1,0.42,8.22,12.59,0.1,3.74,12.9,1.66,14.04,1.66,4.78,14.67,1.66,0.1,0.1,1.56,1.14,0.1,0,0.31,0.1,0.1,0.94,0.1,1.46,0.1,0,0,0,1.66,2.18,15.39
22Month,0,1.78,0.96,9.98,0,0.14,0.41,4.37,27.19,0.82,3.55,10.8,4.78,15.3,0.68,1.78,15.58,0.55,0,0.41,0.82,0.14,0,0.14,0.27,0,0,0.27,0,0.55,0.14,0.27,0,0.14,0.27,0,4.92
