stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,21,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,0.28,0,0,0.56,0.28,0,0,0,0,0,0,0,0,0,0.85,0,3.66,0.28,6.2,0,0.56,0.56,0.28,37.49,1.13,0,2.25,0,3.95,0,0,0,0.85,0,0,0,0,0,0
21Day,2.96,1.11,1.48,12.21,1.85,0,0,0,0.37,0.74,0,50.69,1.85,1.48,47.36,1.48,9.25,0.74,20.35,0,0.74,5.18,0,21.83,5.92,0.37,2.59,0,6.66,5.18,0,0.74,1.48,0,1.11,0.37,0,0,0.74
3Month,0.21,2.5,3.54,23.61,0,1.04,0.21,0,7.39,9.57,0.21,654.37,66.99,1.14,249.43,2.91,6.14,4.89,12.48,3.43,1.14,2.39,6.45,1.66,0,1.87,1.77,0,0.94,6.87,0.1,9.88,1.35,0.1,0,0.1,2.5,3.43,4.99
22Month,0.96,10.39,4.24,15.85,0,1.91,0.27,0.14,10.8,10.25,5.06,1822.36,20.91,1.23,114.1,0.82,1.5,6.7,14.07,0.68,31.57,3.69,0.27,1.23,0.27,2.73,2.73,3.14,0.41,2.05,0,7.93,1.78,1.23,0,0,0.14,0.14,1.5
