stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,9,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.28,0,0.28,6.76,0,0,0,0,0,0,0,0,0,0,0.56,1.97,0.56,0,1.41,0,0.56,0.56,0.28,16.63,1.97,0.85,1.13,0.56,0,0,0.56,0.28,0.28,0.28,0,0,0
21Day,1.11,0.74,0,1.48,9.62,0,2.22,0,0,0,0,0,0.74,0,1.11,6.29,0.37,0.74,0.37,4.81,0,0,4.44,0,10.73,4.81,0.37,2.22,2.96,0.74,0,1.11,0,0.37,0.74,0,0,0
3Month,0.1,0.73,0.52,1.77,0,0.21,0.21,0.1,2.39,0.21,0,0,23.4,0.31,0.1,8.95,0.21,0.52,0.21,2.08,0.94,0,0.83,1.04,0.21,0,0.21,0.52,0,0.62,0.21,0,0,0,0,1.56,0.42,0.42
22Month,0,0.55,0,0.55,0,0,0.14,0.14,0.68,0.27,0.14,0,13.94,0.14,0.14,10.39,0,0.14,0.27,1.23,0.14,0.27,0.14,0,0.14,0,0,0.55,0,0,0.14,0,0,0,0,0.27,0,0.14
