stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,168,0,0,0,5,0,0,0,0,0,2,0,0,0
72hpf,2.54,0.56,0,1.69,0,2.54,0,0,0,0,0,0,0,0,0.28,0.85,1.13,0.85,3.66,0,0.28,0,0,244.64,27.34,0.85,0.56,0,6.76,0,0,3.95,1.97,1.41,0.56,0,0,0
21Day,1.11,0.37,0,4.07,0,2.22,0,0,0,0.37,0,0.37,0,0.37,0.74,0,1.85,0.74,9.25,0,0,0.74,0,86.21,9.99,0,0.37,0,2.22,1.85,0.37,1.48,1.48,4.81,0.37,0,0,0.37
3Month,0,0.31,0,3.12,0.1,0,0,0,0.21,0.52,0.1,2.91,0.94,0.21,1.87,0.21,1.04,0.62,9.67,1.87,0,3.74,0.42,15.71,0.83,2.18,0.94,0,0.21,0.31,38.38,0.21,0.1,0,0,0.31,2.91,0.42
22Month,0,0.55,0.14,1.09,0.14,0,0.14,0.14,0.14,0.82,0.82,12.85,0.41,0.27,0.68,0,0.14,1.09,8.2,0.14,0.27,1.64,0,10.8,0.27,1.37,0.41,0.27,0,0.14,5.74,0.41,1.91,0,0.14,0,0,0.41
