stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,2.25,0,0.28,0,0,0,0,0,0,0.28,0,0.56,3.38,1.69,3.38,0,0.28,0.56,0.56,6.76,5.07,0,0,0,2.82,0,0,0.28,0,0,0.85,0,0,0
21Day,1.11,0,0,5.55,0.37,2.22,0,0,0,0,0,0,0,0,0,2.22,4.07,3.33,0,0,1.48,0,2.96,1.48,0,0.37,0,2.22,0.37,0,0.37,0.37,0.37,0,0,0,0
3Month,0,0.31,0.62,2.5,0,0,0.1,0.21,2.08,0,2.81,1.56,0,1.04,0.1,0.62,4.47,0.73,0.21,0,0.1,0.31,0.21,0,0.1,0,0,0,0.1,1.14,0,0,0,0,0.31,1.56,0.94
22Month,0,0.14,0.41,0.96,0,0,0,0.27,4.51,0.68,2.73,0.55,0.27,0.55,0.14,0,2.6,0.96,0,0,0.14,0,0.27,0,0,0.27,0.14,0,0.14,0.68,0,0,0,0,0,0,0.27
