stage,Cardiomyocyte,Enterocyte,Epithelial_cell,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Smooth_muscle_cell,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
72hpf,0.28,0,0,0,0,0,0,0,0,0,2.25,0,0.28,0,0,0,0.56,0.28,0,0,0,0
21Day,0,0,1.11,0.37,0,0,0.37,0,0,0.37,3.7,0,0,0,0,0,0,0,0.37,0,0,0.37
3Month,0,0,1.98,0.1,0.62,0.21,1.25,0.52,1.46,0.21,0.1,0.21,0.21,0.1,0.1,0,0,0,0,0.21,0.1,0.42
22Month,0,0.14,0.82,0,0.27,0.27,1.5,0.14,1.78,0.14,0.14,0.27,0.27,0.14,0,0,0,0,0,0.27,0.14,0
