stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,0,0,0,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,0,0.28,0,0,0.28,0,2.25,2.54,0,0,0,0.85,0.28,0,6.76,0.56,0,0,0,0,0
21Day,0.37,0,0.37,4.07,0.37,1.48,0,0.37,0,0,0,0.37,0,0.37,0,0.74,0,1.48,2.59,0.37,3.7,0,0,0.74,0,2.96,2.22,0,0,0,1.11,2.22,0,44.4,0,0,0,0,0.37,1.11
3Month,1.25,7.59,3.02,78.01,0.42,0,3.22,1.25,0.31,13.63,29.33,0.52,0,117.23,35.68,3.02,48.37,8.11,22.99,23.09,32.04,7.28,1.04,7.8,8.43,4.47,1.77,5.3,2.81,0,1.56,19.14,0.1,1500.13,2.08,0.1,0.73,12.07,89.77,24.44
22Month,0.14,0.55,1.09,4.65,0.14,0,0,0,0,0.82,3.14,0.68,0,30.47,0.82,0.41,7.93,0.27,0.55,3.42,4.92,0.27,1.23,0.55,0.27,0.41,0.14,1.09,0.68,8.47,0.55,0.96,0,183.25,1.64,0,0,0,0.41,2.05
