stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,2.54,0.28,0,0,0,0,1.13,0,0,0,0,0,1.97,6.48,0.56,1.41,0,0.28,0,0,0.85,0.56,0,0,1.13,0,0.28,0.28,0,0,0,0,0,0
21Day,0.74,0,0,30.34,0.37,0.74,0,0.74,0,2.22,0,0.37,0,1.48,0.37,0,19.61,4.07,4.07,0.74,0,0.74,0,1.85,1.11,0.37,0,3.7,1.11,0,0.37,0,0.37,0.74,0,0,1.48
3Month,0.31,1.25,2.5,31.31,0,0,0.62,0.1,0.31,36.09,0.1,87.58,1.46,1.35,14.46,0.62,13.21,32.87,5.51,1.35,0.1,0.73,0.21,0.1,0.31,2.7,0,0.21,1.25,2.6,0,0,0,0,0.31,0.94,1.04
22Month,0,0.41,1.37,4.1,0,0,0.41,0,0.68,23.5,0.27,143.89,0.55,2.05,12.71,0.14,3.01,15.99,4.65,0.14,3.96,0.14,0,0.27,0,3.28,0.55,0.41,0,1.09,0.27,0.14,0,0,0.14,0,1.09
