stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0.56,0.28,0,0.28,0,0,0,0,0,0,0.28,0.28,0.28,0,0,0,0,1.13,0.28,0,0.28,0.56,0,0,0,0,0,0
21Day,0,0,0.37,0.37,0,0,0,0,0,0,0,0,0,0.74,2.22,0,0,0,0,0.37,0,0,0,0.37,0,0,0,0,0,0.37
3Month,0,0,1.77,0,0.1,1.98,0,1.66,0.21,0.1,0.62,0.42,0.62,1.46,1.66,0.31,0,0.31,0.1,0,0,0.21,0,0.1,0,0.83,0,0.21,0.1,0.83
22Month,0.14,0.68,0.96,0,0,0.96,0.27,8.06,0.41,0.27,0.96,0,0.68,2.19,1.09,0,0.41,0.27,0,0,0,0,0.27,0.14,0.27,0.14,0.27,0,0,0.27
