stage,Epithelial.cell,Granulocyte,Intestinal.bulb.cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal.cell,Neural.cell,Neural.progenitor.cell,Primordial.germ.cell,Smooth.muscle.cell,Spermatocyte
24hpf,1,0,0,2,0,0,0,1,1,0,0,0
72hpf,0,0,0,0,0,0,0,0.281848056003223,0.281848056003223,0,0,0
21Day,0,0,0,0,0,0,0.369986860264282,0.369986860264282,0,0,0,0
3Month,0.104017006644673,0.104017006644673,0.208034013289345,0,0.104017006644673,0.104017006644673,0,0,0,3.64059523256354,0.208034013289345,1.1441870730914
