stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,123,14,0,22,3,0,0,2,0,0,0,0,11,0,0,0,0,6,5,13,89,0,0,0,3,46,801,2,0,0,8,0,0,0,0,4,0,0,0
72hpf,29.88,0.28,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,3.95,0,0.28,0,0.28,4.51,3.95,0.28,0.56,0,0.56,0,0.28,1.13,0,0.28,0,0,0
21Day,32.19,0,0.37,1.85,0.74,1.48,0,0.74,0,0,0,0,0,8.88,0,0.74,0.37,0.37,2.96,0.74,3.7,0,0.74,0,0,3.33,3.33,0.37,0.74,0,7.77,1.48,0,1.11,0.37,0,0,0,0
3Month,3.12,0.94,1.77,4.68,0,0,1.35,0,0.1,1.14,2.6,0,0,375.81,3.12,0.1,6.03,1.46,1.25,1.87,4.06,0.94,1.35,0.83,1.04,0.21,0.1,0.94,0.42,0,0.1,7.59,2.91,0.1,0,0.1,1.46,1.04,1.77
22Month,0.68,0.82,0.41,2.73,0,0,0.41,0,0,0.27,0.55,0.14,0,289.97,0.41,0.41,1.91,0,0.27,0.55,4.37,0,8.61,0.68,0,0.14,0,0.14,0.27,0.27,0.14,0.82,6.7,0,0.41,0,0,0,0.27
