stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8,7,0,26,2,0,0,0,0,0,0,1,0,0,0,0,2,24,42,97,0,0,0,1,8,780,0,0,0,21,0,0,0,0,3,0,0,0
72hpf,11.84,4.23,0,17.76,2.82,8.74,0,1.97,0,0,0,0,0,0,4.79,0,9.86,18.88,5.07,69.05,0,4.23,0.85,0.56,105.13,312.01,0.28,0.28,0,36.08,2.25,0.85,14.66,0.56,1.97,0,0,0
21Day,19.98,1.11,0.74,43.29,1.85,63.64,0,27.75,0,2.96,0,0,0.37,1.48,37.74,0.37,1.48,6.29,12.95,72.89,0,0,4.44,0,28.12,106.93,0,0.37,0,22.2,8.51,1.48,15.17,1.48,0.74,0,0,16.28
3Month,0.21,0.83,1.04,25.48,0,0,0.73,2.5,2.6,16.12,0,0,12.59,7.39,4.68,10.82,0.62,4.06,11.75,5.62,1.14,0,1.04,0.73,0.94,2.18,0.42,0.42,0,0.21,1.98,163.41,0.21,0,0.21,2.81,21.22,17.16
22Month,0,0.55,1.09,10.39,0,0,1.37,2.6,0.82,27.74,0.96,0,13.8,3.28,14.48,10.39,0.14,0.96,20.36,4.37,0.14,0.96,1.09,0,0.14,0.96,0.41,0.14,1.78,0.14,0.27,31.02,0.14,0,0.27,0.14,0.14,6.29
