stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,0,0,0,0,2,94,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,2.25,0.56,0,3.66,0.56,1.69,0,0,0,0,0,0,0,0.28,0,0.56,6.48,0,3.1,0,0.56,0.28,0.56,114.99,40.59,0,1.13,2.54,0,0.28,14.66,0.56,0.28,0.56,0,0,0
21Day,1.48,0.37,0.74,14.06,0.74,2.22,0,0,0.37,0,0,0.74,0,2.22,0,0.37,2.96,1.48,4.44,0,0,0.74,0.37,69.93,18.13,0,1.85,1.11,4.81,0,5.55,2.22,0.74,0.74,0,0,0.37
3Month,0,0.31,0,2.39,0.21,0,0.21,0.21,0.21,0,0,0.94,0,0.1,0.83,22.68,3.43,0.31,3.33,0.31,0,0.31,1.25,3.12,0.1,0.52,0.1,0.1,0.42,0.73,0.1,0,0,0,0.1,1.66,0.62
22Month,0,0.14,0,2.6,0.14,0,0,0,0.27,1.09,0,3.14,0.14,0,0.55,2.87,0.41,0.14,8.2,0,0.27,0.41,0.14,2.6,0,1.37,0.14,0.14,0.14,1.09,1.23,0.82,0,0,0.14,0,0
