stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,9.58,0.85,0,0.28,0,0,0,0,1.13,1.69,0,0,0,0.28,0,0.56,0,0,0,0
21Day,0,0,0.37,1.48,0,0,0,0,0,0,0,0,0,0,12.95,0,0,0,1.11,0,0.37,0.37,0,0,0.74,1.11,0,0,1.48,0,1.48,0,0,0,0.37
3Month,0.1,0.21,1.66,5.2,0,0.42,0.1,0.1,1.87,1.04,0,4.68,1.35,0.1,123.05,0.52,0.73,0.42,0.94,0.31,0,0.1,0.73,0,0,9.36,0,0,0,0.83,30.79,0.1,0.62,19.66,1.14
22Month,0,0,5.6,1.5,0.14,0.14,0,0,2.6,1.37,0.41,44.55,0.41,0.14,93.47,0.14,0.27,0.55,0.96,0.68,1.09,0.27,0.14,0.14,0.14,9.7,0.41,4.92,0.41,0.14,11.75,0.14,0.14,0,0.27
