stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,89,0,0,0,0,0,0,0,1,0,0,0,0,2,23,0,38,0,0,0,5,3,15,0,0,3,0,0,0,0,0,0,0,0,0
72hpf,8.74,1.69,0,15.22,13.53,9.3,0,0,0,0,0,0,0,0,0.56,0,3.1,216.18,1.13,29.31,0,4.23,0.85,0.56,52.14,31,0,0,638.67,0.85,0,5.07,0.28,0.56,3.95,0,0,0
21Day,5.55,1.11,0.74,13.69,10.73,12.58,0,0,0,0.37,0.37,0,4.44,0.74,2.96,2.59,1.48,15.54,2.59,150.21,0,0,2.96,0,17.02,10.36,0.37,0.37,611.96,10.36,0,2.22,1.85,5.55,1.11,0,0,2.59
3Month,0,0.21,0,6.24,2.91,0,0.1,0.1,0.31,0.73,0,0,3.64,0.94,0,0.83,0.31,2.81,0.52,27.46,1.25,0,0.42,0.31,0,0.62,0.73,0.1,10.3,0.31,0.94,0.52,0.1,0,6.14,0.52,0.73,0.52
22Month,0,0.27,0,0.96,0.55,0,0,0,0.14,0.68,0.14,0,5.74,0,0,0.14,0,0.14,0,0.27,0,0.14,0.27,0,0.14,0.27,0,0,1.64,0,0.96,8.61,0.27,0,1.37,0.14,0,0
