stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0.56,50.45,0.56,0,0,0,0,0,0,0,0,0,0,11.56,0.28,1.13,0,0.28,0,0,4.23,2.25,0,0,1.69,0,0,0,0,0.28,0,0,0
21Day,0.37,0,0,2.96,63.64,1.11,0,0,0,0.37,0,0.74,0,0.37,0.37,0,14.06,0.74,1.48,0,1.48,0.37,0,1.48,0.37,0,0,0.74,2.22,0,0.37,0.37,0,0,0,0
3Month,0,0.31,0.1,2.81,17.37,0,0.1,0.1,0.62,0.52,0,5.82,1.25,0,0.83,0.31,1.66,0.52,0.62,0,0,0.42,0,0.31,0,0.31,0.1,0.1,0.42,8.63,0,0,0,0.21,0.42,0.42
22Month,0.14,0.14,0.14,0.55,6.29,0,0.14,0,0.41,1.23,0.14,14.07,0.27,0.14,0.82,0,1.37,0.96,0.82,0.27,0.27,0,0.14,0,0,0.41,0.14,0,0.27,7.38,0.14,0,0,0,0,0.27
