stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,2,0,19,2,3,0,1,0,0,0,0,1,0,0,0,0,1,3,20,59,0,0,0,0,16,423,0,0,6,0,0,0,0,0,0,2,0,0,0
72hpf,8.74,2.54,0,9.02,3.66,3.1,0,1.13,0,0.28,0.56,0,0,0,0,5.64,0,2.82,18.32,3.66,41.71,0,0.28,0,0,109.08,119.5,0.56,0.28,27.62,0.28,0,0,22.27,3.95,4.51,0,0,0,0.28
21Day,15.54,1.85,0,46.99,0,21.09,0,8.14,0,0.37,2.22,0,0,1.85,1.11,44.4,1.11,2.59,14.43,9.99,38.48,0,0,4.07,0,36.26,52.54,0.37,0.74,17.39,5.55,0,0,13.69,1.48,4.81,0.74,0,0,9.99
3Month,0.31,3.22,0,33.18,0.21,0,0.94,1.46,0.1,1.56,18.83,0,0,4.78,40.88,11.13,2.18,1.98,11.65,21.95,16.33,1.87,0.1,2.5,0.42,1.25,1.46,3.74,0.83,1.56,1.77,0.21,21.84,0.83,0.31,0,0.42,4.16,1.56,28.08
22Month,0.14,4.92,0.14,10.93,0.41,0,0.41,1.78,0,0.41,35.26,12.44,0,5.6,16.67,17.35,0.68,0.41,2.46,24.46,8.06,0.55,0.41,1.5,0,0.27,0.68,1.5,0.27,0.68,0.14,0,9.84,1.09,0.41,0,0,0.68,0,6.01
