stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.25,0.56,0,4.51,0.28,3.66,0,0.56,0,0,0,0,0,0,0,1.13,6.76,0.28,4.79,0,0.85,0.28,0.28,31.85,14.94,0.28,0.28,401.07,0,0,0,0.85,0,0.28,0,0,0,0
21Day,2.96,0.37,0,5.55,1.11,4.81,0,1.48,0,0.74,0,1.85,3.7,2.22,0.74,0.37,4.81,1.85,9.25,0,0,2.22,0,8.51,2.96,0.37,0.74,317.45,3.33,0,0.37,1.11,0,3.33,0.37,0,0,1.48
3Month,0.31,0.21,0,2.7,0,0,0,0.21,0.42,2.18,0,9.57,45.04,0.1,1.87,0,1.56,1.14,4.16,1.14,0,0.31,0,0.31,0,0.1,0.31,1.98,0.1,0.21,3.74,0,0.1,0,0,0.31,0.42,3.95
22Month,0,0.27,0.55,1.37,0,0,0.14,0.14,0.27,0.55,0.96,46.19,11.89,0.55,2.46,0.14,0.14,1.64,2.6,0.14,1.64,0.27,0,0.14,0,0.68,0.14,0.27,0.14,0,4.78,0.41,0,0,0.14,0.14,0,1.78
