stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,1.69,3.95,0,0.28,0,0.28,0,0,0.85,0,0,0,0,0,0
21Day,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0.74,1.85,0,0,0,0,0,0,0.37,0,0,0,0,0,0
3Month,0.21,2.5,0.73,21.64,0.52,0.31,0.21,0,3.02,2.18,0,22.57,2.91,0.62,13.73,3.02,7.39,4.99,13,6.24,0.21,2.18,1.98,4.37,1.14,1.66,0.94,0,1.25,1.56,2.91,0.62,0.1,0.1,0.52,4.37,0.83,2.7
22Month,0.27,6.15,1.5,15.44,0.96,0.27,0,0.14,2.32,4.51,7.93,45.64,3.69,2.6,16.4,0.82,3.69,7.93,21.73,1.09,2.05,4.51,0.27,5.19,0.96,1.5,3.01,0.14,0.96,0.27,0.55,2.73,3.55,0,0,1.09,0,2.73
