stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,3,74,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,2.25,0.56,0,1.97,0.56,1.13,0,0,0,0.28,0,0,0,0.28,0,0.56,2.54,1.41,4.79,0.28,0,96.39,29.88,0.56,0,4.23,0,0.28,3.38,0.56,0.85,1.13,0,0,0
21Day,2.59,1.11,0,5.18,0.37,2.59,0,1.11,0,0.74,0,0.37,0,2.22,1.48,0.74,2.96,3.33,5.18,0,0,27.01,10.36,0.37,0.74,1.11,1.11,0,1.11,3.7,4.07,0.37,0.37,0,1.11
3Month,0,0.73,0,6.66,0,0,0.31,0,0.52,4.68,0,1.56,0.62,0.1,1.66,0.83,1.35,1.56,0.73,0,0.42,0.42,0.1,1.04,0.1,0,0.21,5.93,0,0,0,0.1,0.31,0.83,1.66
22Month,0,0.41,0.27,2.19,0,0,0.14,0.14,0.27,7.79,3.14,7.52,0.68,0.68,2.73,0.14,0.14,3.83,0.96,0.14,0.27,0.41,0,1.09,0,0.14,0,0.55,0.27,0,0,0,0.14,0,0.68
