stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,17,9,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.56,0,7.33,0.56,0,0,0,0,0,0.28,0,0,0,0.28,0,2.54,18.04,3.95,4.23,0,0.28,0.28,0,5.92,5.36,0,0,2.82,0,0,0,0.28,0,0,0,0,0,0
21Day,2.96,0.74,0,23.31,0.37,2.22,0,1.48,0,0.37,0.37,0,0,1.85,12.95,0,1.11,24.79,17.39,12.95,0,0,2.96,0,5.92,2.96,0,0,4.81,2.22,0,0,0.37,0.37,1.11,0.37,0,0,15.54
3Month,0.1,1.25,0.1,25.8,0.1,0,0.42,0.21,0.1,2.6,29.44,0,5.51,43.48,1.46,3.95,1.25,12.9,21.12,6.55,2.39,0,1.77,1.04,0.42,0.1,0.94,0.21,0.1,0.94,0.1,0.52,0,0,0,0,1.14,1.14,16.43
22Month,0.27,2.19,0.68,11.75,0.14,0,0.27,0.27,0.14,2.6,32.39,8.2,28.29,16.81,1.09,7.65,0.14,6.15,24.19,11.62,0,1.37,0.14,0,0.55,0,0.68,0,0.27,0,0.14,0,0.55,0.14,0,0.27,0.27,0,6.97
