stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.97,0.28,0,3.95,0.56,0.85,0,0,0,0,0,0,0,0,0,0.28,24.52,0.56,3.38,0,0,0.28,0,21.42,8.17,0,0.56,0,2.54,0,0,0,0.56,0,0,0.28,0,0,0
21Day,14.8,0.37,0,50.32,0,1.48,0,1.48,0,0,0,0,0,1.11,0,1.11,79.18,0.37,11.84,0,0,1.85,0,8.88,4.81,0,0,0,2.59,4.44,0,0,0.74,0.74,0.37,0,0,0,0
3Month,3.43,1.14,1.14,52.11,0.1,0,1.56,0,3.02,2.81,0,27.25,4.58,0.31,147.29,3.02,454.45,3.95,7.59,1.46,0.1,1.14,1.56,0.62,0.31,1.14,0.83,0,0.1,3.95,0.1,9.99,0.42,0,0,0.1,1.66,5.41,3.02
22Month,2.6,1.09,0.55,13.53,0,0,0.82,0.14,1.78,2.05,0.68,55.62,2.19,0.14,24.05,0.41,64.36,3.01,3.96,0,0.55,1.78,0,0,0,0.14,0.68,0.14,0.14,0.41,0,2.32,0.14,0,0,0,0,0,0.82
