stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,0,0.28,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,3.7,0,2.59,0,0.74,0,0,0.37,0,0,0,0.74,47.73,0,1.11,1.85,4.44,0,0,0,0,4.44,1.48,0,0,0,2.59,0.74,0,0.37,0,0.37,0.37,0.37,0,0,0.37
3Month,1.04,2.39,2.91,41.92,0.21,0,3.12,0.1,0,20.08,16.43,0.1,49.2,17.47,0.83,840.77,3.02,13.52,9.36,19.14,4.68,0,4.78,2.39,1.77,0.21,3.12,1.98,0,1.66,10.3,0.31,10.61,1.04,0.31,0,0.31,3.85,10.51,13.83
22Month,0.27,2.19,1.09,6.15,0,0,0.96,0.27,0.14,18.04,9.16,4.37,44.82,1.37,0.27,696.23,0.41,1.09,2.6,6.83,0.14,3.01,0.96,0.14,0.68,0.27,1.78,1.37,0.14,0.55,0.68,0,2.46,1.09,0.82,0,0,0.68,0.14,1.5
