stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,370,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,2,26,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,354.56,1.13,0,4.51,0,4.79,0.28,0,0.28,0,0,0,0,0,1.13,9.02,1.13,12.12,0.56,0,89.63,23.68,0,1.13,8.74,0.28,0,6.2,0.56,0.56,1.97,0,0,0
21Day,254.55,1.48,0.37,19.24,0.37,6.66,0.37,0,0.37,0,2.22,0,4.81,1.85,1.11,7.4,2.22,16.65,2.59,0,29.6,4.44,0.37,0.74,4.44,4.44,0,0.37,0.74,2.96,1.85,0,0,0.37
3Month,11.34,0.1,0,4.26,0,0,0,0.1,0.42,0.1,1.25,1.04,0,0.62,0.1,1.04,0.31,2.29,6.35,0.1,0.62,0,0.31,0.1,0,0,5.51,0.1,0,0,0,0.1,0.52,0.42
22Month,2.05,0.14,0,0.68,0,0,0,0,0.14,0,1.37,0.14,0.14,0.14,0,0.27,0.41,0.41,4.37,0,0.27,0,0.27,0.27,0,0,9.98,0.14,0.14,0,0,0,0,0.27
