stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4,0,21,0,0,0,0,0,0,1,0,1,0,0,0,0,7,31,9,6,0,0,0,0,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.41,1.97,0,9.02,0.85,5.07,0,0,0,0,0,0,0,0,0,0.28,0,10.15,63.42,0.56,5.92,0,0.56,0,0.28,29.03,9.86,0.28,0.56,0,4.79,0.56,0.28,1.69,0.28,0.56,0.56,0,0,0
21Day,8.14,1.11,2.59,52.54,0.37,11.84,0,2.96,0,0.37,1.11,0,0,1.85,0.74,2.22,25.16,3.7,29.6,4.81,15.17,0,0,4.81,0.37,25.16,7.03,1.48,1.11,0,13.32,5.55,0.74,2.22,0.74,2.59,1.85,0,0,2.22
3Month,0.31,4.68,5.1,78.01,0,0,1.04,0.73,0.52,17.68,4.26,0.1,0,50.86,13.11,0.73,118.79,6.76,22.16,7.28,27.77,8.74,0.21,42.44,4.16,6.35,0.31,3.22,4.26,0,1.35,3.54,72.81,0.62,0.1,0,0.21,4.47,6.97,7.59
22Month,0.14,8.06,5.88,27.6,0.27,0,0.68,0.82,0,10.66,2.6,2.32,0,62.45,6.01,2.19,129.82,1.09,5.6,9.98,39.76,1.09,1.23,14.35,0.41,2.19,0.14,3.42,7.65,0.14,0.96,0.27,19.13,1.91,1.64,0,0,0.82,0.14,5.19
