stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,1.41,0,36.36,0.56,2.25,0,0,0,0,0,0,0,0,0,0,0,0.28,20.57,1.41,2.82,0,0,0,0,19.73,10.71,0,0.28,4.79,0,0,2.54,0,0,0.56,0,0,0
21Day,1.48,0.37,0,111,0,3.7,0,0.74,0,0.37,0.37,0,0,0,0,3.33,1.11,0.74,11.84,2.22,6.29,0,0.37,1.85,0,5.92,1.48,1.11,0,3.33,3.33,1.11,0.37,0.37,1.11,0.37,0,0,1.11
3Month,1.04,4.37,2.18,352.41,0.1,0,1.87,0.94,0.1,8.11,18.2,0.1,0,33.6,18.72,0.94,22.05,3.33,16.33,10.92,18.52,3.22,0.62,3.22,3.02,1.77,0.21,1.77,1.25,0.62,4.37,18.31,0.94,0.21,0,0.1,5.2,9.78,13.73
22Month,0.14,1.78,0.27,40.31,0,0,0.68,0,0.14,1.09,1.78,0.68,0,23.64,0.96,0.41,2.05,0,0.68,2.73,3.14,0,1.37,0.55,0,0.14,0,0,0.14,0.14,0.14,3.69,0.14,0,0,0,0,0,0.96
