stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.56,0,0,0,0.28,0,0.56,0.85,0.56,0,0,0,0.28,0,0,0,0,0,0,0,0
21Day,0,0.37,0.74,1.11,0.74,0,0.74,0.37,0.37,0,12.21,0,0.37,3.33,0,0.74,1.11,1.11,0,0,0,0.37,2.22,0.37,0,1.11,0,0,1.48,0,0.37,0.37,0,0,0,0
3Month,0.1,0.73,1.35,6.55,0,0.1,0,0.94,2.39,0,177.66,2.5,0.21,19.24,1.46,1.56,2.29,1.56,0.21,0.31,0.31,8.53,0.1,0,0.1,0.1,0,0,2.7,1.35,0,0,0.1,0.62,9.05,1.77
22Month,0,0.14,0.68,1.09,0,0.27,0,0.14,3.28,0.14,62.59,0.82,0.27,10.11,0,0.14,2.6,0.14,0.14,1.78,0,0.14,0.14,0,0,0.14,0.27,0.14,0.14,0.14,0,0,0,0,0,0.14
