stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,10,5,0,0,0,0,2,56,0,0,1,0,0,0,0,0,0,2,0,0,0
72hpf,0.85,3.38,0,3.66,0,0.28,0,0.56,0,0.28,0,0,0,3.1,0,4.23,6.2,7.61,16.07,0,1.97,0,0.56,12.97,27.06,0,0,10.15,0.56,0,0,1.13,0.28,0,0.85,0,0,0
21Day,8.88,4.07,1.11,75.48,0.74,2.96,0,16.28,0,2.96,0,2.22,2.59,57.35,2.22,4.81,37.74,34.78,31.45,0,0,5.18,0.74,11.84,17.39,0.37,1.85,12.58,6.66,0,0.37,4.07,0,1.48,0.37,0.74,0,19.98
3Month,0.21,1.98,0.83,33.29,0.1,0,0.31,2.81,5.51,9.36,0.1,8.43,7.8,8.43,14.56,1.25,3.43,17.99,3.02,0.73,0,2.5,1.98,0.73,0.31,1.35,0.21,0.21,1.25,0.1,5.51,0.1,0,0,0.21,3.12,1.35,26.11
22Month,0.14,5.47,2.6,20.5,0,0,0.96,1.37,6.15,14.62,2.6,27.88,2.6,9.16,33.21,0.68,3.14,21.86,4.37,0.14,1.37,6.01,0.14,0.41,0.14,1.09,0.55,0.14,0.27,0,4.92,0.96,0.14,0,0.14,0.96,0,15.44
