stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,3,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,11,1,6,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.56,0,0,0,0.28,0,0.28,0,0,0,0,0,0,0,0,0.28,4.79,0,0.85,0,0,0,1.41,0.28,0,0,0,1.41,0,0,0.28,0.28,0,0.85,0,0
21Day,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0.74,0.37,0.74,0,0,0,1.11,0,0,0,0,0.37,0,0,0
3Month,0,0.21,0,0.42,0,0,0,0.21,0,0.1,0.52,0,1.04,0.1,0.42,0.42,0.1,0.31,1.14,0.94,0.21,0,0.1,0,0,0,0,0,0.31,0.1,4.47,0,0,0,0,0.31,0.21
22Month,0.14,1.5,0.14,2.6,0.14,0,0.41,0.68,0.14,0.82,3.69,2.87,18.72,0.68,0.41,1.91,0.27,0.41,0.96,2.19,0.14,0.68,0.14,0.14,0,0.41,0.14,50.29,0.14,0,1.09,0.14,0,0,0,0,0.55
