stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0
72hpf,1.13,0,0,4.51,20.29,0.28,0,0,0.28,0,0,0,0,0,0.28,5.07,0,1.69,0,0,0,0,85.4,3.38,0.85,0.28,2.82,0.28,0,0.56,9.3,10.15,0.56,0,0,0
21Day,1.48,0,0,46.99,14.8,2.22,1.48,0,0,0,1.48,0.37,1.85,1.48,0,6.66,1.11,4.81,0,0,0.37,0,76.22,7.77,1.11,0,1.11,2.96,0,1.11,17.02,65.12,0.37,0,0,1.11
3Month,0.1,0.31,0.21,8.53,1.87,0,0.21,0.52,0.73,0,3.64,0.62,0.1,1.66,0.73,2.6,0.21,1.87,0.21,0.1,0.21,0.1,29.44,0.42,2.08,0,0.1,0.52,0.73,0.1,0.21,0,0.21,0.31,0.42,1.25
22Month,0.14,0.27,0,6.42,0.82,0,0,0.41,1.09,0.41,12.03,0.41,0.27,1.23,0,1.23,0.82,3.14,0,0.27,0,0,18.45,0.14,1.91,0,0,0,0.41,0.96,0.14,0,0,0,0,0.41
