stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0.28,25.93,2.25,0.56,0.56,0,0,0,1.41,4.23,0.56,0,0,0.85,0,0,0.28,0,0,0,0
21Day,0.37,0,0.74,5.55,0.37,1.11,0,0,0,0.37,0,0,0,0,0,0.37,33.3,1.11,0,0,0,0,0,0,0.37,0.74,0,0,0.74,0.74,1.11,0,0.37,0,0,0.37
3Month,0.21,0.1,0.31,25.07,0,0,0.21,0.1,0.1,7.59,0.62,0,3.02,0.62,0.1,1.46,34.33,1.25,0.62,0.94,0.42,0.1,0.1,1.14,1.04,0.1,1.35,0,0.1,0.21,8.53,0,0,0.31,5.41,0.73
22Month,0.14,0.14,7.65,24.05,0,0,0,0,0,6.97,0.68,0.14,4.92,0.55,0,1.09,12.71,0,0.82,1.09,0,0.27,0,0,0.27,0,0.55,0.27,0.27,0.14,8.47,0,0,0,0.14,0.41
