stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,10,16,0,0,2,0,0,0,0,0,2,0,0,0
72hpf,5.92,0,0,1.69,2.82,1.69,0,0,0,0,0,0,0,0,0,0,0,0,2.82,0,10.99,0,0,0,155.86,4.51,0.56,1.41,4.79,0.28,0.28,1.41,1.41,0.85,1.13,0,0,0
21Day,2.96,0.37,0.74,4.07,3.33,3.33,0,0.74,0,0,0.74,0,0,0.74,0.37,0.37,0.37,0.74,2.59,1.11,19.24,0,2.22,0,88.06,5.92,0.37,3.33,1.11,5.18,0,1.48,11.1,33.3,1.11,0,0,1.11
3Month,0.83,3.02,0,13.42,2.08,0,0.42,0.21,0,0.42,2.18,0.21,0,4.58,1.14,0.31,2.18,0.21,5.41,2.7,24.65,4.47,6.66,1.14,2.81,1.04,5.2,0.42,0,0.52,7.91,0.52,0,0.1,5.1,4.78,0.52,0.83
22Month,0.27,4.65,0.41,15.03,0.82,0,0.27,0.27,0.14,0.68,1.64,1.91,0,10.39,0.41,0.82,2.05,0.27,7.11,2.19,18.45,1.09,5.6,0,5.19,0.96,1.91,0.82,0,0.55,11.21,3.01,1.23,0.14,1.78,0.41,0,0.41
