stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,1,281,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,2.25,0,0.85,0,0,0,0,18.32,0,0,0,0,0,0,0.28,10.43,2.25,0,0,0,0,0,1.41,0.28,0,0.28,0,0.28,0.28,0,0,0,0,0,0,0,0
21Day,0.74,0,0,9.62,0.37,2.22,0,0,0,0,39.22,0,0,0,1.48,0,0,0,2.22,4.81,0,0,0,0,0,1.48,0.74,0,0,0,0.37,1.11,0,0,0,0,0,0,0,0.37
3Month,0.62,1.77,0.52,18.31,0.42,0,2.7,0.1,0.21,1.77,609.44,0,0,13.63,25.9,0.31,5.41,1.77,6.45,9.05,3.12,0.42,0,1.77,2.18,0.31,0.1,0.52,0.42,0,0,6.55,0.21,4.16,0.21,0,0,1.98,3.12,3.22
22Month,0,1.37,0,3.69,0.14,0,4.51,0,0,0.68,679.83,0.27,0,14.35,4.1,1.78,2.32,0.41,0.55,33.21,1.23,0.41,0.96,0,0.14,0.68,0,0.41,0.82,1.09,0.14,0.68,0,0.14,0.96,0.82,0.14,0.27,0,1.23
