stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,6,1,0,0,0,0,0,0,1,0,0,0,0,6,17,1,5,0,0,0,0,5,27,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,0.28,0,3.38,1.97,0.28,0,0,0,0,0,0,0,0,0,0,1.41,30.72,0.28,4.79,0,0.28,0,0,19.73,7.89,0,0.28,9.02,0,0.28,3.95,0.28,1.41,0,0,0
21Day,0.74,0,0,17.76,1.11,0.37,0,0.74,0.37,1.11,0,0,1.48,0.37,0.37,1.11,0.74,9.99,1.48,3.33,0,0,0.37,0,5.92,4.81,0,0.74,3.7,0,0,0.74,0,0.74,0,0,0.74
3Month,0.1,1.04,0.73,33.08,0.21,0,0.31,0.31,14.87,1.87,0.1,0,29.64,3.12,0.1,26.84,2.81,2.08,3.02,5.3,0.83,0,7.18,1.66,0.94,0.21,3.02,0.52,0.83,1.66,3.02,0.1,0,0.21,1.04,0.42,1.25
22Month,0.14,1.09,1.09,10.66,0,0,0.14,0.41,7.79,2.19,1.09,0,44.41,1.78,0.68,27.6,0.55,1.23,3.14,2.73,0.14,0.68,2.19,0.14,0.41,0.14,1.91,0.41,1.09,0.14,2.46,0.82,0.14,0.14,0.14,0,0.68
