stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,6,3,0,17,1,0,0,0,0,0,0,0,1,0,0,0,0,4,5,22,0,0,0,0,11,163,0,0,5,0,0,0,0,0,0,0,0,0,0
72hpf,4.79,2.54,0,5.36,2.54,1.97,0,0.56,0,0,0,0,0,0,0.28,0,1.97,8.74,0.56,18.32,0,0.28,0.56,1.13,140.92,44.81,0.28,1.13,16.35,0.28,0,0,10.99,1.41,0.85,2.54,0,0,0
21Day,5.92,0,0,7.77,1.11,1.11,0,1.85,0,0,0.37,0,0.74,0,2.96,0.74,0,1.85,1.85,19.98,0,0,1.85,0,32.56,8.88,0,0.74,8.14,1.48,0,0,6.29,0.37,0.74,1.11,0,0,0
3Month,0.31,3.33,0.31,16.85,0.21,0,0.52,1.14,0.31,1.77,4.16,0,21.12,3.02,1.66,5.82,0.94,10.51,5.3,14.46,3.12,0,1.56,0.73,2.5,0.94,0.94,1.35,0.73,0.62,0.1,16.12,0.73,0.1,0,0.62,3.22,0.73,4.47
22Month,0,4.1,0.27,8.2,0,0,0.27,0.41,0.14,0.41,4.65,3.69,34.71,3.01,2.73,6.7,0,1.23,4.51,10.52,0.41,0.96,0.41,0,0.68,0.96,0.41,0.96,0.41,0,0,5.88,3.14,1.09,0,0.14,0.82,0,1.91
