stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Granulocyte,Hepatocyte,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,2,1,7,0,0,0,0,0,0,0,0,2,1,17,0,0,0,10,216,0,0,0,3,0,0,0,0,0,0,0
72hpf,1.69,0.28,1.97,0.28,0,0,0,0,0.28,0,0.85,2.82,0.28,5.64,0.28,0,0.28,12.12,16.91,0,0.28,0,4.79,0,0,2.54,0,0.28,0,0
21Day,4.44,0.37,6.29,0.37,0.74,0.74,0,0.37,1.11,0,0,1.85,0,10.36,0,1.48,0,4.81,5.55,0.37,0,0,5.92,0.74,0,1.11,0.74,0,0,0.37
3Month,0,0,0.21,0,0,0,0,0.21,0,0,0,0.21,0,0.21,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0.42,0.1
22Month,0,0,0.41,0,0,0,0.14,1.23,0.27,0.14,0,0,0.14,0.41,0.14,0,0,0.14,0,0,0,0.14,0,0,0,0,0,0,0,0.14
