stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,2,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,67,0,0,0,0,2,60,0,0,0,53,0,0,0,1,0,0,0,0,0
72hpf,1.97,0,0,22.83,0.85,1.41,0,0,0,0,0,0,0,0,0,0,3.66,112.18,0.28,36.92,0,0.28,0.28,0,10.15,10.43,0,0,0,123.17,0.28,0,0,0.85,0,6.2,0,0,0
21Day,2.22,0,0,14.43,0,0.74,0,0,0,0,0,0,0,0,0.74,0,1.85,13.32,1.11,37.74,0,0,2.22,0,4.07,3.7,0,0,0,53.28,1.48,0,0,0.37,0.37,1.11,0,0,0.74
3Month,0.52,0.94,0.21,12.48,0,0,0.31,0,0.1,1.25,3.02,0,16.85,1.66,0.52,3.64,0.62,55.55,4.99,52.74,5.1,0,2.08,0.62,0.21,0.1,0.21,0.42,0,1.04,1.14,0.21,32.04,0.1,0,2.39,0.52,13.31,1.98
22Month,0.41,0.41,0.96,6.29,0,0,0.27,0.14,0,0.41,2.32,1.78,22,0.55,1.23,2.46,0.14,2.87,3.28,19.13,0,0.14,0,0,0.14,0,0.14,0.41,0.27,0.41,0.41,0,7.11,0.14,0,0.27,0.27,0,0.96
