stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,1,4,8,12,0,0,0,0,2,37,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,3.38,0,5.36,0,0.85,0,0,0,0.85,0,0,0,0.28,0,2.54,10.15,1.13,7.05,0,0,0.56,0,9.02,5.92,0,0.28,6.2,0,0,0,1.41,0,0.28,0.28,0,0,0
21Day,2.59,1.85,0,10.36,2.22,1.85,0,0.74,0,0.74,0.37,0.37,0.74,2.96,0.37,0.74,6.66,2.22,8.14,0,0,1.48,0,2.59,2.96,0,0.74,1.85,1.11,0,0,0.37,0,0.37,0,0,0,0.74
3Month,0,4.58,0.83,22.78,0.21,0,0.21,0.31,3.85,19.45,0,3.22,17.06,1.14,4.68,0.73,6.97,9.36,3.64,0.62,0.1,3.12,0.62,0.42,0.1,1.04,0.1,0.1,0.94,0.21,2.6,0.31,0,0,0,2.6,0.83,10.19
22Month,0,6.15,0.27,9.57,0.14,0,0.68,0.41,1.37,19.95,4.92,8.2,4.1,1.5,3.55,0.68,2.32,9.7,2.46,0.41,0.55,0.41,0,0.27,0,0.68,0.41,0.14,0,0,0.41,0.55,0.14,0,0,0.27,0,3.28
