stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,17,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,10.71,0,2.25,0.56,0.56,0,0,0,0,0,0,0,0,0,0,0.28,0.56,2.54,0,12.68,0,0,1.41,0,4.79,2.54,0.56,0,12.68,0.28,0.56,3.95,0,0,2.54,0,0,0
21Day,0.74,2.96,0.37,52.17,0.37,1.85,0,0.37,0,0.37,0,0,0,0.37,0,1.11,0.74,3.7,14.06,0.74,62.16,0,0,11.84,0,5.92,2.59,0.37,1.85,18.13,0.74,1.85,0.37,1.48,2.59,1.85,0.74,0,1.11
3Month,0.31,14.67,0.94,131.37,0,0,0.62,0.21,0.94,23.3,2.08,0.31,0,12.27,3.02,0.1,3.22,2.91,62.31,2.18,16.43,6.35,0,2.91,0.83,0.83,0,5.51,0.73,0.42,2.18,16.95,0.31,0.1,0,0.52,41.61,3.64,1.98
22Month,0.27,28.83,0.41,29.11,0,0,0.68,0.27,0.27,10.52,2.05,1.09,0,15.3,0.14,0.14,2.46,1.23,11.62,1.5,38.67,1.37,0.41,1.37,0,1.09,0.14,4.65,0.55,0.41,0.27,17.9,0.14,0.14,0,0.27,12.16,0,0.14
