stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,2.54,0.85,0,0,0,0.85,0,0.28,0,0.28,0.56,0.56,0,0,0
21Day,0.37,0,0.37,2.59,0.37,0.74,0,0.37,0,0,1.11,0,0,0.37,0,1.11,0,2.22,0,0,0,0,0.74,1.11,0,0,0,0.37,0,0.37,0,0.74,3.33,0,0,0,0.37
3Month,0,0.1,0.21,0.94,0,0,0.1,0,0.21,0.42,1.35,0.62,0.1,0.52,0.1,0.21,0.94,0.73,0.31,0,0.1,1.56,0,0,0,0.21,0,0.1,0.31,40.25,0.1,0,0,0.1,0.21,8.22,0.52
22Month,0,0.27,0,0.27,0,0,0,0,0,0.68,2.19,0.14,0.14,0.14,0,0.14,0.68,0.27,0,0.14,0,0,0,0,0.14,0,0.14,0,0,8.34,0.14,1.91,0,0,0,0,0
