stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.28,0.28,0.56,0.56,0,0,0,0,0,0,0.28,5.64,0,3.38,0,0,0,168.55,4.51,0,0.28,3.1,0,0,0.56,0.56,0.28,0.28,0,0
21Day,0.37,0,1.48,0,1.11,0,0,0,0.74,0,0,0,1.85,0.37,6.29,0,0,0.37,29.97,0.74,0,0.37,3.7,0.37,0.74,0.37,0.37,0.37,0,0,0
3Month,0,0.1,0.42,0,0,0.1,0.1,0,2.18,0.1,0.21,0.1,0.21,0.62,0.62,0.21,0,0.1,0.73,0,0,0.1,0,0,1.98,0,0,0,0,0.21,0.52
22Month,0,0,0.14,0,0,0.14,0.27,0.41,3.42,0.41,0.27,0,0.14,0.55,2.32,0.14,0.14,0,0.55,0,0.68,0.14,0.14,0,3.96,0.55,0,0,0,0,0
