stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,3,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,1.41,0,1.69,0.28,1.69,0,0.28,0,0,0,0,0,0,0,0.85,0,0,22.27,1.69,1.41,0,0.28,0,0,4.79,1.13,0,0,0,3.1,0,0,0,0,0,0.56,0,0,0
21Day,2.59,1.85,0.37,25.16,0,3.33,0,4.07,0,0.37,0.74,0,0,1.11,0.37,8.14,1.85,0.37,12.58,5.92,20.72,0,0,4.07,0.74,3.33,2.59,0,0,0,6.29,3.7,0,0.37,0.37,0.37,0.37,0,0,3.33
3Month,0.62,3.12,1.35,40.05,0.21,0,0.42,1.46,0.1,5.62,8.11,0.21,0,62.31,7.49,2.7,25.17,3.12,8.84,13.31,7.07,2.6,0,3.43,1.66,1.56,0,1.56,0.83,0,0.42,1.66,0.1,9.15,0,0,0.42,4.26,10.92,15.29
22Month,0.14,4.1,1.23,12.71,0.14,0,0.27,0.96,0,2.73,10.93,2.6,0,139.93,4.24,6.56,22.27,0.68,1.64,20.5,8.34,0,1.09,2.19,0.27,0.68,0.27,1.5,0.96,0.55,0.14,0.27,0,5.6,1.09,0.27,0.14,0.14,0,7.38
