stage,Endothelial.cell,Epithelial.cell,Erythrocyte,Macrophage,Neural.progenitor.cell,Spermatocyte
24hpf,0,1,0,1,1,0
72hpf,0.281848056003223,0,0,0,0,0
21Day,0,0,0.739973720528564,0.369986860264282,0,0
3Month,0,0,0,0,0,0.208034013289345
