stage,Cardiomyocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Neural_cell,Neural_progenitor_cell,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,1,0,0,0,0,0,0,0,0,13,0,4,3,0,0,15,0,0,0,0,0,0,0
72hpf,0.28,0.56,5.36,0,0,0,0,0,0,0.28,0,2.54,1.13,0,0.56,0,5.36,0.56,0,0,0.28,0.28,0,0,0
21Day,0,2.59,1.85,0.37,0.37,0,0,1.11,2.96,3.33,0,4.81,0.74,0,0.74,0,2.96,1.11,0.37,0,0,0,0,0,1.11
3Month,0,0.73,0.73,0,0,0.42,0.62,0.73,3.95,0.52,0.52,3.95,0.21,0.62,0.52,0,0.1,0.1,0,0.21,0,0,0.1,0.21,1.66
22Month,0,0,0.14,0,0,0,0.14,2.32,3.01,0.41,0.14,0.14,0,0,0,0.14,0,0,0,0,0,0,0,0,0.14
