stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.25,0.56,0,2.25,0.56,3.1,0,0,0,0,0,0,0,0,0,1.41,2.25,0,4.79,0,0,0.28,0,131.06,7.05,0,2.54,0,3.95,0,0,0.28,1.97,0.28,0.56,0.56,0,0,0
21Day,1.48,0.37,0,2.96,0.37,0.74,0,0.74,0,0,0,0.37,0,0.37,0.74,0,1.85,0.37,6.66,0,0,0.37,0,34.78,1.48,0.74,4.07,0,3.33,0.74,0,0.37,2.96,0.37,0.74,0.37,0,0,0.37
3Month,0.73,0.21,0.31,6.14,0.21,0,0.1,0.52,0.42,1.35,0.1,4.47,20.39,0.21,1.14,0.31,1.25,1.25,15.08,2.7,0,0.31,0.42,1.04,0.1,3.95,2.39,0,0.31,0.42,0.1,9.57,8.95,0,0,0.21,0.62,0.94,3.02
22Month,0.14,0.82,0.14,14.76,0.68,0,0.41,1.23,0,1.64,0.27,34.71,2.05,3.69,3.14,0.14,0.96,4.78,13.8,0.27,1.23,0.68,0,3.83,0.41,6.01,1.64,0.27,0,0.14,0,10.39,21.04,0.27,0,0.41,0.14,0,3.01
