stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,3,0,75,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.13,3.38,0,0,0,0,0,0,0,0,0,0,0.56,1.13,0,1.41,0,0,0,0.28,4.23,7.33,0,0,0.85,0,0,9.02,0,0.28,0,0,0
21Day,0,0,0,2.59,1.48,0.37,0,0,0,0,0,0.37,0,0.37,0,0.37,0.74,0,0,0,0.37,0.74,0,2.96,1.48,0,0,0.74,0.37,1.11,1.11,0,0.37,0,0,0.74
3Month,0,0.31,0.42,17.27,0.62,0,0.1,0,0.62,0.52,0,7.28,1.46,0.31,0.94,2.91,0.62,1.46,1.14,0.21,0.1,0.42,0.94,1.98,0.21,0.31,0,0.1,0.83,8.95,0.1,0.1,0.31,0.52,202.42,0.94
22Month,0,0.55,0.14,5.33,0.41,0,0,0.14,0,0.82,0.27,13.94,0.27,0,1.09,0.55,0.14,0.14,1.78,0.14,0.41,0.14,0.14,0.14,0,0,0.27,0,0,3.96,0,0,0.14,0,1.37,0.27
