stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,81,2,1,0,0,0,0,0,0,0,0,0,0,6,5,0,97,0,0,0,63,31,0,0,0,2,0,0,0,0,0,2,0,0,0
72hpf,4.23,0.28,0,9.86,5.07,2.82,0,0,0,0,0,0,0,0,0.28,0,0,45.66,0.85,75.82,0,0,0,160.09,16.35,1.13,1.69,0,73.28,0.28,0,1.97,0.28,0.28,1.69,0,0,0
21Day,5.92,0.37,0,22.2,2.59,4.44,0,0,0,0,0.74,0.37,0.74,0,0.74,1.48,1.85,9.62,1.11,199.79,0.37,6.66,0,84.73,7.77,0,1.48,0,65.86,8.51,0,0,2.22,2.59,0.74,0,0,0.37
3Month,0.1,0.21,0,3.54,0.31,0,0.1,0.1,0.21,0.31,1.35,0,1.77,0.52,0,0.94,0,8.22,0.1,44,6.24,1.25,0.1,0.1,0,1.04,0.1,0,2.7,0.62,1.66,0.52,0,0,0,20.7,0.21,1.14
22Month,0,1.09,0.27,1.23,0,0,0.14,0.14,0.27,0.14,0.41,0.27,4.24,0.55,0,0.41,0.14,1.09,0.82,38.26,0.82,0.82,0,0.41,0.14,1.09,0,0.14,1.37,0.14,1.5,1.23,0.14,0,0,3.55,0,0.14
