stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,27,5,1,36,0,1,0,0,0,0,0,1,0,0,0,0,1,7,3,45,0,0,0,0,12,262,0,0,0,0,0,0,0,0,0,0,0
72hpf,12.97,0.28,0,9.02,0.56,1.41,0,0,0.28,0,0,0,0,0,0,0,4.23,16.07,0,26.78,0,0,1.13,0,102.31,31,0.56,0.28,0,29.03,0,0,10.99,0.28,0,0,0
21Day,25.16,0.37,1.11,3.7,0,0.74,0,0,0,0,0,0,0.74,0,0.37,1.11,0,1.85,0.74,22.2,0,0,1.11,0,6.66,5.55,0.37,0.37,0,19.61,1.85,0.37,1.48,0.37,0,0,0
3Month,0,1.04,1.46,11.86,0.1,0,0.31,0,4.37,0.73,0.1,0,2.6,0.73,0.1,27.36,0.31,0.83,4.47,18.31,0.31,0,3.54,0.1,0.1,0.1,2.18,0.21,0,0.21,0.21,1.14,0,0,0.31,0.62,0.52
22Month,0.14,0.27,3.01,4.51,0,0,0.14,0.14,0.68,0.96,0.27,0,4.24,0.27,0,18.04,0.27,0.27,0.68,16.94,0.27,0.14,1.64,0,0.27,0,2.6,0.27,0.14,0,0,1.37,0.27,0,0,0,0
