stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0.85,12.12,0,0,0,0,0,0,3.95,1.69,0,0,0.56,0,0,0,0,0,0.28,0,0,0,0
21Day,0,0.37,0,9.99,0.37,1.11,0,0.37,0,0.37,0,0,0,1.11,0.37,0.74,12.95,1.48,2.22,0,0,1.11,0,1.11,0.74,0,0.37,1.48,0.37,0,0,0,0,0,0,0,0,1.48
3Month,0.21,1.14,1.25,32.77,0,0,0.31,0.21,6.55,5.41,0,14.46,7.28,0.83,34.53,1.98,4.58,4.26,3.33,0.52,0,1.66,1.66,0,0.1,1.56,0.21,0.21,0.21,0.1,4.99,0.1,0,0,0,0.83,0.62,8.11
22Month,0,3.96,3.69,19.13,0,0,0.68,0.41,5.74,12.3,1.64,53.02,8.47,3.14,51.11,0.27,2.05,9.43,5.06,0.41,2.6,2.19,0.14,0.27,0,0.82,0.82,0.41,0.27,0,3.01,0.27,0.14,0,0.14,0.41,0,5.6
