stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,13,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,83,1,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,0.28,7.61,0,0.56,1.13,0,0.85,0,0,0.85,0,0,0,4.51,0,0,0.28,9.86,0.56,0,0,0,0,7.05,3.66,0,0,0,0.56,0,0,0,0.85,0.28,0,0,0,0,0
21Day,1.11,6.66,0,1.85,4.44,0,4.81,0,0,5.55,0,1.85,15.91,42.55,0,0.37,1.11,31.08,3.33,0,0,0.37,0,3.33,2.59,0,0,0,0,1.85,0,0,0,0.37,0.74,0,0,0.37,2.22
3Month,0.31,23.51,0.31,8.53,0,4.06,10.09,0.1,1.87,56.17,0,14.35,250.06,39.21,4.89,1.04,2.6,150.82,3.43,0.42,0.21,1.14,0.31,1.14,0.1,0.62,0.31,0,0.31,1.66,0.83,2.29,0.42,0.1,0,0,1.25,2.91,4.06
22Month,0.14,13.66,0.27,3.55,0,3.42,9.43,0,0.55,95.93,0.68,23.37,155.78,66,3.28,0.14,0.41,62.18,4.51,0,0.96,0.27,0.14,0.55,0.41,0.68,0.41,0.41,0,0.27,0.27,1.64,0.68,0.27,0,0,0.55,0,2.73
