stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,4.79,0.56,0.28,0,0,0,0,0.28,0,0,0,2.82,7.61,0,0,0,0.56,0,0,0.56,0.85,0,0,0,0.85,0.28,0,0,0,0,0,0,0,0
21Day,0.74,0,0,42.92,0.37,1.48,0,0.74,0,0,0.37,0,0,0.74,1.48,33.67,0.74,1.11,0,0,1.11,0,1.11,1.11,1.11,0,0,0.74,1.48,0.74,0,0,0.37,0.37,0,0,0
3Month,0.1,0.1,1.25,33.18,0.1,0,0.21,4.78,0.73,0,47.85,0.83,0,21.01,6.14,5.93,1.66,1.46,0.1,0.21,1.56,9.36,0.52,0,2.39,0.1,0,0,0.94,6.14,0.31,0,0,0,0.31,1.14,0.94
22Month,0.14,0.55,1.91,13.12,0.14,0,0.41,3.14,0.96,0.68,148.67,0.27,0.27,23.5,1.78,1.78,0.55,0.96,0,3.42,0.96,0.14,0.14,0,1.64,0,0.55,0,0.27,1.5,0.96,0.27,0,0,0,0,0.41
