stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0.28,0,0,0.28,0,0,0,0,0,0,0,0
21Day,2.22,0.74,0,25.16,0.37,19.61,0,1.11,0,0.74,0,1.48,0,0,1.11,2.59,11.47,1.85,26.64,0,0,1.11,0.37,6.29,4.07,0.74,1.11,0,6.29,1.48,0,4.07,2.22,1.85,0,0,0
3Month,0.1,2.5,0.52,21.74,0,0,0.1,0.1,0.73,1.04,0,34.64,1.77,0.31,13.94,1.56,4.26,1.46,9.05,2.7,0,1.46,1.35,0.62,0.21,4.06,0.31,0,0,0.31,1.04,0.52,0,0.1,1.66,0.1,0.31
22Month,0,4.37,0.14,12.16,0.14,0,1.37,0,1.37,2.05,1.37,77.34,1.09,0.68,2.73,1.64,1.78,1.5,9.29,0.68,7.38,1.09,0.27,0.27,0.27,4.24,1.5,0.14,0.27,0.27,0,0.68,0,0.41,1.09,0,0.41
