stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,7,0,0,0,0,0,0,34,0,0,0,0,1,0,0,2,0,0,0,1,13,115,3,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,8.17,2.54,0,8.46,6.48,5.36,0,0,0,0,0,0,0,0,0.28,3.38,13.53,0.56,9.58,0,0.28,0.85,0.56,877.39,151.07,4.23,1.69,0,14.09,0.28,0,15.22,19.73,14.94,2.54,0,0,0
21Day,4.81,0.37,0.37,12.58,2.22,4.44,0.74,0.37,0,0,0,1.48,0.37,1.85,0,0.74,1.85,1.85,9.25,0,0,1.85,0,187.95,53.28,5.55,1.85,0,2.96,6.29,0,6.66,9.25,28.12,2.59,0,0,0.74
3Month,0.21,0.31,0.1,14.15,0.62,0,0,23.92,1.56,0.1,0,3.43,1.25,0.31,1.98,0.42,1.25,1.25,3.12,0.52,0,5.62,0.21,23.2,3.74,17.58,1.35,0,0,0.42,45.87,2.81,0.42,0.1,1.25,0.21,6.66,0.94
22Month,0,0.68,0.41,3.69,0.14,0,0.14,3.14,1.37,0.55,0,12.57,0.27,1.37,1.09,0,0.14,0.82,1.5,0,0.55,1.5,0,13.53,0.82,11.21,1.64,1.78,0.14,0.14,13.12,4.24,22.55,0,0.82,0,0,0.68
