stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,2.25,0.56,0,0,0,0,0,0,0,0,0,0,0.28,0,0.56,1.69,0.28,3.95,0,0,0,0.28,4.79,3.1,0,0,0,1.69,0.56,0,0,0,2.82,0,0,0
21Day,1.11,0,0,2.22,0.37,1.48,0,0,0,0,0,0,0,0.37,0,0.37,0.37,0.74,0,0.37,18.87,0,0,3.7,0,1.48,2.22,0,0,0,2.96,0.74,0,0.37,0,4.44,0,0,0
3Month,0,0.52,0.1,2.6,0.1,0,0.21,0.1,0.1,0.21,1.25,0,0,2.6,0.73,0,1.04,3.95,0.94,0.73,47.54,0.31,0,1.46,0.31,0.21,0.1,0.1,1.14,0,0.42,0.1,5.3,0,0,0,0.1,3.74,0.62
22Month,0.27,0.68,0.27,4.24,0.14,0,0.41,0,0,0.41,3.42,0.68,0,10.25,0.68,0.27,2.05,0.68,0.68,1.23,24.05,0.14,0.96,0.27,0,0.27,0,0.55,0,1.23,0,0.14,5.47,0.55,0.14,0.14,0,0,0.14
