stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,13,0,0,0,0,83,102,0,0,0,1,0,0,0,0,1,0,0,0
72hpf,1.97,2.25,0,2.54,2.25,0.85,0,0.56,0,0,0,0.28,0,0,0,2.82,1.41,0,3.1,0,4.79,0.28,0.28,34.39,23.11,0,1.41,0,7.33,0.28,0.56,3.95,0.28,0.28,0,0,0
21Day,2.96,4.81,0,2.22,0.37,0.37,0,0.37,0,0,0,0.74,0,0.74,0,0,1.11,0.37,2.59,0,0.37,1.85,0,8.88,7.03,0,0.37,0,1.48,0,1.11,0.37,0.37,0.74,0,0.37,0.37
3Month,4.68,10.4,0.1,1.87,0,0,0,0,0.21,0.42,0,12.79,0.83,0.1,0.42,0.62,0.73,0.31,0.62,0.31,0,0.83,0.1,1.56,0.21,0.21,0.1,0,0.21,0.1,4.16,0,0,0,4.89,7.91,0.21
22Month,3.96,9.02,0.14,1.91,0,0,0.82,0,0.41,1.23,5.06,276.72,0.96,0.14,1.5,0,0,2.05,1.91,0.14,6.56,0.41,0,1.64,0,0.41,0.41,0.41,0,0.41,4.65,0,0.27,0,0.27,0.27,0.41
