stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,3,0,16,7,1,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,13,80,3,0,2,0,0,0,0,0,1,0,0,0
72hpf,8.74,1.13,0,8.17,27.06,7.61,0,0,0,0.28,0,0,0,0.56,0,1.13,53.83,0.85,10.71,0,0,0,0,538.89,83.43,0.56,3.95,11.27,0,0,5.64,0.56,0.56,0.28,0,0,0
21Day,4.07,0.37,0,70.67,12.21,5.92,0,1.85,0,0.37,0,2.59,0,4.81,1.11,0.37,37,3.33,9.99,0,0,1.85,0.37,127.65,36.26,1.11,1.11,5.92,8.14,2.22,2.59,0.37,2.96,0.37,0,0,1.48
3Month,0,0.52,0.21,34.22,1.56,0,0.42,0.1,1.14,0.62,0,1.87,1.14,0,1.66,1.87,5.51,0.62,1.56,0.52,0,0.42,1.56,0.94,0.1,0.21,0.1,0,0.31,2.39,0,0,0,0.1,0.1,0.42,0.73
22Month,0,0.55,0,26.78,1.5,0,0.55,0,0.14,0.96,0.14,8.2,0.27,0.27,1.5,0.82,3.55,0.41,0.68,0,0.27,0.41,0.14,1.37,0,0.41,0.41,0,0,3.83,0,0.27,0,0,0,0,0.55
