stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.56,0,1.97,5.07,0.28,0,0,0,0,0,0,0,0,0,0,0,9.58,5.92,0.56,0.28,0,0,0,0,1.97,1.69,0,0,0,0.56,0,0,0,0.28,0,0,0,0,0
21Day,0.37,0,0,14.8,1.11,1.85,0,1.85,0,0,0,0,0,0,0,1.48,0.37,13.32,2.22,2.22,1.11,0,0,0,0,3.33,1.85,0,0,0,1.48,0.37,0,0,0,0,0,0,0,1.85
3Month,0.52,1.98,5.2,155.09,0.31,0,0.83,0.52,0.1,147.7,5.2,0,0,25.48,9.67,0.73,57.42,27.67,10.19,18.1,6.45,1.46,0.1,2.6,2.5,3.02,0.52,7.8,0.83,0,0.94,4.68,0.1,4.68,0.31,0.21,0.1,1.77,4.68,12.38
22Month,0.41,5.47,17.76,59.44,0.14,0,0.68,0.55,0,90.19,5.19,9.16,0,54.66,9.02,3.69,155.78,7.79,5.6,15.99,8.47,0.55,3.42,5.6,0,1.09,0,11.75,1.23,0.14,0.27,0.68,0,1.5,0.68,0,0.14,0.27,0,13.94
